timeLeftInSec,down,yardsToFirstdown,yardsToEndzone,isEmpty,isI_Form,isJumbo,isPistol,isShotgun,isSingleback,isWildcat,defendersInTheBox,numberOfPassRushers,numberRB,numberTE,numberWR,defendersInTheBox,numberOfPassRushers,numberDL,numberLB,numberDB,isTraditional,isRollout,isScramble,yardsGained
3016,3,19,46,0,0,0,0,1,0,0,4,4,1,1,3,4,4,3,3,5,1,0,0,0
3004,1,10,95,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0
2860,3,2,49,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,-5
2743,1,10,80,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,1,0,0,12
2700,1,10,68,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0
2612,1,10,39,0,0,0,0,0,1,0,7,7,1,1,3,7,7,4,2,5,1,0,0,14
2566,1,10,25,0,1,0,0,0,0,0,8,4,2,2,1,8,4,4,3,4,0,0,1,-3
2525,2,13,28,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,15
2477,1,10,13,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,5
2439,2,5,8,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,3,4,0,0,1,0
2434,3,5,8,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,0
2387,2,10,75,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,2,5,1,0,0,20
2326,1,15,60,0,1,0,0,0,0,0,7,6,2,1,2,7,6,4,3,4,1,0,0,0
2280,3,12,57,0,0,0,0,1,0,0,7,6,1,1,3,7,6,4,2,5,1,0,0,0
2125,2,15,17,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,8
2083,3,7,9,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,0
2072,1,10,75,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,1,0,0,15
2030,1,10,60,0,0,0,0,0,1,0,7,6,1,2,2,7,6,4,3,4,0,0,1,-7
1946,3,12,62,0,0,0,0,1,0,0,7,3,1,1,3,7,3,3,3,5,1,0,0,14
1919,1,10,48,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,1,0,0,12
1888,2,11,37,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
1885,3,11,37,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,-9
1723,3,6,71,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
1683,1,10,56,0,0,0,0,1,0,0,6,5,2,1,2,6,5,4,3,4,1,0,0,7
1606,3,4,50,1,0,0,0,0,0,0,5,3,1,1,3,5,3,4,2,5,1,0,0,0
1429,2,8,74,0,0,0,0,1,0,0,6,4,2,0,3,6,4,4,2,5,1,0,0,0
1423,3,8,74,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,5
1376,1,10,70,0,1,0,0,0,0,0,7,6,2,1,2,7,6,4,3,4,1,0,0,0
1372,2,10,70,0,1,0,0,0,0,0,8,6,2,1,2,8,6,4,3,4,1,0,0,0
1368,3,10,70,1,0,0,0,0,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,11
1297,2,6,55,0,0,0,0,0,1,0,7,5,2,1,2,7,5,4,3,4,1,0,0,0
1292,3,6,55,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,55
1282,1,10,75,0,0,0,0,0,1,0,8,3,1,2,2,8,3,4,3,4,1,0,0,11
1205,2,8,62,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,1,0,0,0
1201,3,8,62,0,0,0,0,1,0,0,5,5,1,1,3,5,5,4,2,5,1,0,0,0
1146,1,10,61,0,1,0,0,0,0,0,8,5,2,1,2,8,5,4,3,4,0,1,0,13
974,3,2,14,0,0,0,0,1,0,0,8,4,2,2,1,8,4,4,3,4,1,0,0,10
813,1,10,75,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,0,1,0,3
736,3,4,69,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,6
674,1,10,13,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
671,2,10,13,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,3,4,1,0,0,13
666,1,10,75,0,0,0,1,0,0,0,8,6,2,1,2,8,6,4,3,4,1,0,0,10
566,2,16,71,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,15
478,1,10,55,0,1,0,0,0,0,0,8,4,2,2,1,8,4,4,3,4,1,0,0,0
428,3,12,57,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,0
153,3,6,58,0,0,0,0,1,0,0,7,7,1,1,3,7,7,4,2,5,1,0,0,-8
136,1,10,73,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
131,2,10,73,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
127,3,10,73,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,11
120,1,10,62,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,20
100,1,10,42,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
96,2,10,42,0,0,0,0,1,0,0,5,5,1,1,3,5,5,4,2,5,1,0,0,19
89,1,10,23,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
84,2,15,28,0,0,0,0,1,0,0,5,5,1,1,3,5,5,4,2,5,1,0,0,13
58,3,2,15,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,7
50,1,8,8,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,0
45,2,8,8,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,-1
39,3,9,9,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,9
34,1,10,75,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,0
27,2,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,19
23,1,10,56,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,7
18,2,3,49,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,0,0,1,4
10,1,10,45,0,0,0,0,1,0,0,5,5,1,1,3,5,5,3,3,5,1,0,0,0
7,2,10,45,1,0,0,0,0,0,0,5,4,1,1,3,5,4,3,3,5,0,0,1,0
3522,2,3,55,0,0,0,0,0,1,0,7,5,1,1,3,7,5,3,3,5,1,0,0,10
3480,1,10,45,0,0,0,0,1,0,0,5,4,1,2,2,5,4,3,4,4,1,0,0,0
3434,3,2,37,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,0,0,1,-14
3331,3,2,72,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,6
3235,3,4,60,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,3,5,0,0,1,-1
3144,2,5,70,0,0,0,0,0,1,0,7,5,1,2,2,7,5,3,4,4,0,0,1,0
3138,3,5,70,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,1,6,1,0,0,48
3086,1,10,22,0,1,0,0,0,0,0,7,4,1,2,2,7,4,3,4,4,1,0,0,21
3071,1,1,1,0,0,1,0,0,0,0,10,6,1,4,0,10,6,4,4,3,1,0,0,0
3052,1,10,89,0,0,0,0,0,1,0,6,3,1,1,3,6,3,2,3,6,1,0,0,19
2990,2,6,66,0,0,0,0,0,1,0,6,4,1,1,3,6,4,2,3,6,1,0,0,6
2947,1,10,60,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,3,6,0,0,1,0
2941,2,10,60,0,0,0,0,1,0,0,5,4,1,1,3,5,4,2,3,6,1,0,0,0
2937,3,10,60,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,3,6,1,0,0,-10
2892,1,10,68,0,0,0,0,0,1,0,7,5,1,2,2,7,5,3,4,4,1,0,0,23
2659,1,5,70,0,0,0,0,0,1,0,7,4,1,1,3,7,4,2,3,6,1,0,0,15
2629,1,10,55,0,0,0,0,0,1,0,7,4,1,1,3,7,4,2,3,6,0,0,1,1
2586,2,9,54,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,3,6,1,0,0,0
2579,3,9,54,0,0,0,0,1,0,0,7,5,1,1,3,7,5,2,3,6,0,0,1,-11
2534,1,10,82,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,2
2442,3,7,79,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,1,6,1,0,0,0
2265,1,10,43,0,0,0,0,0,1,0,5,4,1,1,3,5,4,2,3,6,1,0,0,0
2256,2,10,43,0,0,0,0,1,0,0,5,5,1,1,3,5,5,2,3,6,1,0,0,0
2252,3,10,43,0,0,0,0,1,0,0,6,3,1,1,3,6,3,2,3,6,1,0,0,0
2236,1,10,96,0,0,0,0,0,1,0,7,5,1,2,2,7,5,3,4,4,1,0,0,5
2199,2,5,91,0,0,0,0,0,1,0,8,6,1,2,2,8,6,3,4,4,1,0,0,18
2108,2,12,75,1,0,0,0,0,0,0,5,4,0,1,4,5,4,3,3,5,1,0,0,0
2103,3,12,75,0,0,0,0,1,0,0,5,5,1,1,3,5,5,4,1,6,1,0,0,0
2049,2,5,75,0,0,0,0,0,1,0,7,4,1,1,3,7,4,2,3,6,1,0,0,0
2043,3,5,75,0,0,0,0,1,0,0,6,6,1,1,3,6,6,2,3,6,1,0,0,22
2004,1,10,53,0,0,0,0,0,1,0,6,4,1,1,3,6,4,2,3,6,1,0,0,0
1990,3,10,53,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,3,6,1,0,0,0
1952,2,8,70,1,0,0,0,0,0,0,5,4,1,1,3,5,4,2,3,6,1,0,0,10
1939,1,10,60,0,0,0,0,1,0,0,7,5,1,1,3,7,5,2,3,6,0,0,1,25
1920,1,10,35,1,0,0,0,0,0,0,4,5,1,1,3,4,5,2,3,6,1,0,0,32
1825,3,1,1,1,0,0,0,0,0,0,7,6,1,1,3,7,6,2,3,6,1,0,0,1
1757,2,5,75,0,0,0,0,0,1,0,6,5,1,1,3,6,5,2,3,6,1,0,0,0
1751,3,5,75,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,3,6,1,0,0,0
1737,1,10,73,0,0,0,0,1,0,0,7,5,1,1,3,7,5,3,3,5,1,0,0,9
1683,1,10,60,1,0,0,0,0,0,0,7,3,1,1,3,7,3,3,3,5,1,0,0,8
1646,2,2,52,0,0,0,0,1,0,0,6,1,1,1,3,6,1,3,3,5,1,0,0,4
1606,1,10,48,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,14
1570,1,10,34,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,8
1533,2,2,26,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,0,0,1,0
1526,3,2,26,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,-9
1444,1,10,64,0,0,0,0,0,1,0,6,3,1,1,3,6,3,2,4,5,0,0,1,0
1437,2,10,64,1,0,0,0,0,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,0
1433,3,10,64,0,0,0,0,1,0,0,7,5,1,1,3,7,5,2,4,5,1,0,0,22
1348,1,10,30,1,0,0,0,0,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,30
1291,2,5,74,0,0,0,0,0,1,0,6,4,1,2,2,6,4,3,4,4,1,0,0,0
1285,3,5,74,0,0,0,0,1,0,0,5,5,1,1,3,5,5,4,1,6,1,0,0,0
1267,1,10,66,0,0,0,0,0,1,0,7,3,1,1,3,7,3,2,3,6,1,0,0,17
1199,2,3,42,0,0,0,0,0,1,0,7,5,1,1,3,7,5,2,3,6,0,0,1,0
1192,3,3,42,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,3,6,1,0,0,12
1163,1,10,30,0,0,0,0,0,1,0,5,4,1,1,3,5,4,2,3,6,0,0,1,-4
1084,2,19,39,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,3,6,1,0,0,19
1016,2,9,19,1,0,0,0,0,0,0,5,4,1,1,3,5,4,2,3,6,1,0,0,19
969,2,9,74,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
964,3,9,74,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,41
925,1,10,33,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,0
880,3,2,67,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,3,6,1,0,0,5
852,1,10,62,0,0,0,0,0,1,0,6,4,1,1,3,6,4,2,3,6,0,0,1,32
743,3,7,27,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,3,6,1,0,0,2
699,1,10,75,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,15
665,1,10,60,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,-1
620,2,11,61,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,20
580,1,10,41,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,1
537,2,9,40,0,0,0,0,1,0,0,5,6,1,1,3,5,6,3,3,5,1,0,0,40
461,2,14,64,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,3,6,1,0,0,0
455,3,14,64,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,3,6,0,0,1,0
409,1,10,79,0,0,0,0,1,0,0,5,5,1,1,3,5,5,3,3,5,1,0,0,0
357,3,6,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,2,6,1,0,0,-10
281,2,6,36,0,0,0,0,0,1,0,7,2,1,1,3,7,2,2,3,6,1,0,0,0
3559,2,7,78,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,3,4,1,0,0,5
3338,3,3,3,1,0,0,0,0,0,0,5,3,1,1,3,5,3,4,2,5,1,0,0,3
3327,1,10,91,0,1,0,0,0,0,0,8,5,2,1,2,8,5,4,3,4,1,0,0,14
3119,2,11,55,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,6
3078,3,5,49,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,14
2996,2,7,32,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,31
2911,2,1,1,0,0,1,0,0,0,0,11,7,2,3,0,11,7,6,4,1,0,0,1,0
2905,3,1,1,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0
2901,4,1,1,0,0,0,0,1,0,0,8,5,1,1,3,8,5,4,2,5,0,1,0,1
2854,2,15,80,0,0,0,0,0,1,0,7,4,2,2,1,7,4,4,2,5,1,0,0,1
2811,3,14,79,0,0,0,0,1,0,0,4,3,1,1,3,4,3,3,3,5,1,0,0,7
2723,1,10,65,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,0,1,0,1
2700,2,9,64,1,0,0,0,0,0,0,6,4,2,1,2,6,4,4,3,4,1,0,0,19
2659,1,10,45,0,0,0,0,0,1,0,6,5,1,1,3,6,5,4,2,5,1,0,0,28
2570,2,10,17,1,0,0,0,0,0,0,6,4,2,1,2,6,4,4,3,4,1,0,0,3
2513,1,10,67,1,0,0,0,0,0,0,5,4,2,1,2,5,4,4,3,4,1,0,0,4
2400,2,5,50,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,4
2255,3,3,34,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,1,6,1,0,0,0
2247,1,10,75,0,0,0,0,0,1,0,8,7,1,2,2,8,7,4,3,4,1,0,0,15
2197,1,20,70,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,1,0,0,-5
2116,3,24,74,0,0,0,0,1,0,0,4,4,1,0,4,4,4,4,2,5,1,0,0,15
1992,1,10,45,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,2,5,1,0,0,0
1987,2,10,45,1,0,0,0,0,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
1920,3,6,63,0,0,0,0,1,0,0,4,5,1,1,3,4,5,3,3,5,1,0,0,7
1895,1,10,56,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
1892,2,10,56,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,0
1886,3,10,56,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,19
1877,1,10,30,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,12
1857,1,10,18,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,17
1760,2,7,72,0,0,0,0,1,0,0,7,4,2,0,3,7,4,4,2,5,1,0,0,8
1698,2,6,60,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,0,1,0,0
1695,3,6,60,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,5
1653,4,1,55,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
1569,3,3,38,0,0,0,1,0,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,8
1495,2,8,28,0,1,0,0,0,0,0,7,4,2,1,2,7,4,4,2,5,0,0,1,19
1453,1,9,9,1,0,0,0,0,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
1399,1,10,75,0,1,0,0,0,0,0,7,4,2,1,2,7,4,4,3,4,0,0,1,-2
1345,3,6,71,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,13
1268,2,8,56,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
1219,2,7,77,0,0,0,0,1,0,0,7,5,1,1,3,7,5,4,2,5,1,0,0,22
1117,3,4,49,1,0,0,0,0,0,0,6,3,1,1,3,6,3,3,3,5,1,0,0,-7
950,2,5,68,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,6
900,2,6,58,0,0,0,0,0,1,0,6,5,1,1,3,6,5,4,2,5,1,0,0,7
670,2,15,30,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,-3
575,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,12
559,1,10,63,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,8
500,1,10,52,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,4
476,2,6,48,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,9
442,1,10,39,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
438,2,10,39,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,-7
406,3,17,46,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,27
375,1,10,19,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,3
342,1,6,6,0,0,0,0,1,0,0,7,6,1,1,3,7,6,4,2,5,1,0,0,0
338,2,6,6,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,5
270,4,1,1,0,0,0,0,1,0,0,7,7,1,1,3,7,7,4,2,5,1,0,0,1
213,2,6,42,0,0,0,0,1,0,0,8,4,1,1,3,8,4,4,2,5,0,1,0,5
69,1,10,91,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,7
47,2,3,84,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,25
24,1,10,59,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,13
6,2,10,46,0,0,0,0,1,0,0,3,3,1,1,3,3,3,3,1,7,0,0,1,8
3564,2,4,69,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0
3560,3,4,69,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,3,5,1,0,0,7
3486,2,14,66,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,2,5,0,0,1,0
3480,3,14,66,0,0,0,0,1,0,0,6,4,2,1,2,6,4,3,3,5,1,0,0,0
3425,1,10,56,0,0,0,0,1,0,0,7,5,2,1,2,7,5,5,2,4,1,0,0,8
3320,2,9,43,0,0,0,1,0,0,0,7,2,1,1,3,7,2,4,2,5,1,0,0,0
3313,3,9,43,0,0,0,0,1,0,0,5,5,1,1,3,5,5,4,1,6,1,0,0,0
3301,1,10,80,1,0,0,0,0,0,0,6,4,2,1,2,6,4,4,3,4,1,0,0,5
3279,2,5,75,1,0,0,0,0,0,0,5,4,2,1,2,5,4,4,3,4,1,0,0,11
3260,1,10,64,1,0,0,0,0,0,0,5,4,2,1,2,5,4,4,3,4,1,0,0,9
3252,2,1,55,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,3,4,1,0,0,12
3228,1,10,43,1,0,0,0,0,0,0,6,4,2,1,2,6,4,4,3,4,1,0,0,0
3224,2,10,43,0,0,0,1,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,8
3157,1,10,29,1,0,0,0,0,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,0
3153,2,10,29,0,1,0,0,0,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,11
3118,1,10,18,0,0,0,0,0,1,0,7,4,1,1,3,7,4,3,3,5,1,0,0,7
3020,2,4,4,1,0,0,0,0,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,-3
2994,3,7,7,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
2943,2,13,81,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,2,5,1,0,0,24
2858,2,13,60,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,2,5,1,0,0,0
2854,3,13,60,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,7
2760,2,7,77,0,0,0,0,1,0,0,7,5,2,1,2,7,5,4,3,4,1,0,0,0
2700,2,8,67,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,29
2662,1,10,38,0,1,0,0,0,0,0,8,4,2,1,2,8,4,4,3,4,0,0,1,0
2656,2,15,43,0,1,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,18
2578,2,8,23,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,-3
2544,3,11,26,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,3,5,1,0,0,4
2500,1,10,68,0,0,0,0,1,0,0,6,6,2,1,2,6,6,5,2,4,1,0,0,0
2453,3,9,67,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,3
2409,1,10,62,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,3,4,0,0,1,7
2340,2,8,48,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,15
2294,1,10,33,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,11
2249,1,10,22,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,0,0,1,-6
2208,2,16,28,0,1,0,0,0,0,0,8,4,2,1,2,8,4,4,3,4,0,0,1,0
2202,3,16,28,1,0,0,0,0,0,0,5,4,1,0,4,5,4,3,3,5,1,0,0,8
2064,3,6,71,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,21
2025,1,10,50,0,0,0,0,1,0,0,5,4,2,1,2,5,4,4,2,5,1,0,0,0
1977,3,4,44,0,0,0,0,1,0,0,5,6,1,1,3,5,6,4,1,6,1,0,0,11
1939,1,10,33,0,0,0,0,1,0,0,5,4,1,2,2,5,4,4,2,5,1,0,0,2
1920,2,8,31,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,2,5,1,0,0,0
1893,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,20
1871,1,10,55,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,9
1849,2,1,46,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,10
1832,1,10,36,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,4
1815,3,6,32,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,0
1688,1,10,79,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,2,5,1,0,0,40
1596,2,15,44,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
1591,3,15,44,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,1,6,1,0,0,0
1539,2,10,95,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,3,4,1,0,0,7
1456,1,10,35,0,0,0,0,0,1,0,8,5,1,2,2,8,5,4,2,5,0,0,1,0
1407,3,13,38,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,5
1323,2,3,68,1,0,0,0,0,0,0,6,4,1,1,3,6,4,3,3,5,0,0,1,7
1252,1,20,71,0,1,0,0,0,0,0,7,5,2,1,2,7,5,4,3,4,1,0,0,18
1141,2,8,46,0,0,0,0,0,1,0,7,4,2,1,2,7,4,4,3,4,1,0,0,0
1135,3,8,46,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,0
1084,1,10,67,0,0,0,0,0,1,0,8,5,1,2,2,8,5,4,2,5,1,0,0,-4
1075,1,10,29,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,22
1035,2,7,7,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
1031,3,7,7,1,0,0,0,0,0,0,6,4,1,1,3,6,4,3,3,5,0,0,1,0
981,2,6,71,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,13
944,1,10,58,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,2,5,0,1,0,0
900,3,3,51,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
888,1,10,85,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,3
849,2,16,91,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,0,0,1,10
803,3,6,81,1,0,0,0,0,0,0,6,3,1,1,3,6,3,3,3,5,1,0,0,26
728,2,8,53,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
723,3,8,53,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,9
611,2,9,21,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,20
593,1,20,85,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,6
555,2,14,79,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,9
510,3,5,70,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,1,6,1,0,0,14
471,1,10,56,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
466,2,10,56,0,0,0,0,1,0,0,7,6,1,1,3,7,6,4,2,5,1,0,0,10
422,1,10,46,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,21
379,1,10,25,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
