timeLeftInSec,down,yardsToFirstdown,yardsToEndzone,isEmpty,isI_Form,isJumbo,isPistol,isShotgun,isSingleback,isWildcat,defendersInTheBox,numberOfPassRushers,numberRB,numberTE,numberWR,defendersInTheBox,numberOfPassRushers,numberDL,numberLB,numberDB,isTraditional,isRollout,isScramble,yardsGained,negative,incompete,positive
2294,4,7,34,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,2,6,1,0,0,13,0,0,1
2215,2,8,19,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,0,0,1,0
2164,1,10,75,0,0,0,0,0,1,0,7,5,1,3,1,7,5,3,4,4,1,0,0,10,0,0,1
2122,1,10,65,1,0,0,0,0,0,0,6,4,2,1,2,6,4,3,4,4,1,0,0,32,0,0,1
2088,1,10,33,1,0,0,0,0,0,0,5,4,2,1,2,5,4,3,4,4,1,0,0,8,0,0,1
1917,1,1,1,0,0,1,0,0,0,0,10,7,2,3,0,10,7,4,4,3,1,0,0,1,0,0,1
1913,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,8,0,0,1
1893,2,2,67,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,9,0,0,1
1877,1,10,58,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,56,0,0,1
1720,1,10,64,0,1,0,0,0,0,0,8,4,1,2,2,8,4,4,3,4,1,0,0,11,0,0,1
1685,1,10,53,0,0,0,0,1,0,0,6,3,1,0,4,6,3,4,2,5,1,0,0,9,0,0,1
1518,2,9,98,0,0,0,0,0,1,0,6,5,1,1,3,6,5,2,4,5,1,0,0,7,0,0,1
1367,3,10,83,1,0,0,0,0,0,0,5,2,1,0,4,5,2,1,4,6,1,0,0,0,0,1,0
1352,1,10,61,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,0,0,1,8,0,0,1
1321,2,2,53,1,0,0,0,0,0,0,6,5,0,1,4,6,5,4,2,5,1,0,0,0,0,1,0
1252,2,4,43,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
1250,3,4,43,1,0,0,0,0,0,0,6,3,1,1,3,6,3,3,2,6,0,0,1,18,0,0,1
1189,2,9,24,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,14,0,0,1
1116,2,8,8,1,0,0,0,0,0,0,6,3,0,1,4,6,3,4,2,5,1,0,0,8,0,0,1
1070,2,5,70,1,0,0,0,0,0,0,6,5,2,1,2,6,5,3,3,5,1,0,0,6,0,0,1
1033,1,10,64,1,0,0,0,0,0,0,5,4,2,1,2,5,4,3,3,5,0,0,1,0,0,1,0
984,3,8,62,0,0,0,0,1,0,0,6,5,2,1,2,6,5,1,4,6,0,0,1,9,0,0,1
939,1,10,53,0,0,0,0,0,1,0,6,5,1,2,2,6,5,2,4,5,0,0,1,26,0,0,1
911,1,10,27,0,0,0,0,1,0,0,6,4,1,2,2,6,4,2,4,5,1,0,0,11,0,0,1
735,2,10,75,1,0,0,0,0,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0,0,1,0
729,3,10,75,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,0,0,1,-10,1,0,0
631,2,17,63,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,9,0,0,1
605,3,8,54,0,0,0,0,1,0,0,5,4,1,1,3,5,4,1,4,6,1,0,0,10,0,0,1
539,2,6,40,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,4,5,1,0,0,13,0,0,1
458,2,4,21,0,0,0,0,0,1,0,5,5,1,3,1,5,5,3,4,4,1,0,0,0,0,1,0
304,2,5,5,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,3,6,1,0,0,5,0,0,1
289,1,10,70,0,0,0,0,1,0,0,7,7,1,2,2,7,7,4,3,4,1,0,0,0,0,1,0
284,2,10,70,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,17,0,0,1
278,1,10,53,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,3,0,0,1
241,2,7,50,1,0,0,0,0,0,0,4,3,0,1,4,4,3,4,2,5,0,0,1,0,0,1,0
232,3,7,50,1,0,0,0,0,0,0,6,4,1,1,3,6,4,3,2,6,1,0,0,0,0,1,0
210,3,6,36,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,0,0,1,0
205,4,6,36,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
199,1,10,64,0,0,0,0,1,0,0,7,7,1,3,1,7,7,3,4,4,1,0,0,25,0,0,1
138,2,7,25,0,0,0,0,1,0,0,7,4,1,2,2,7,4,3,4,4,1,0,0,4,0,0,1
135,3,3,21,1,0,0,0,0,0,0,7,5,1,1,3,7,5,2,4,5,0,1,0,0,0,1,0
119,1,10,66,1,0,0,0,0,0,0,5,3,0,1,4,5,3,4,2,5,1,0,0,6,0,0,1
98,2,4,60,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,18,0,0,1
77,1,10,42,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,10,0,0,1
56,1,10,32,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,17,0,0,1
47,1,10,15,0,0,0,0,1,0,0,5,4,1,2,2,5,4,4,2,5,1,0,0,1,0,0,1
28,2,9,14,0,0,0,0,1,0,0,5,2,1,2,2,5,2,4,2,5,1,0,0,14,0,0,1
3565,2,6,71,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,4,5,1,0,0,0,0,1,0
3526,3,16,81,0,0,0,0,1,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,0,0,1,0
3400,2,3,35,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,3,4,1,0,0,12,0,0,1
3328,2,10,23,0,0,0,0,0,1,0,8,4,1,1,3,8,4,4,2,5,0,1,0,23,0,0,1
3319,1,10,75,0,1,0,0,0,0,0,7,5,2,1,2,7,5,3,4,4,1,0,0,10,0,0,1
3186,3,5,60,1,0,0,0,0,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,4,0,0,1
3099,2,17,52,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0,0,1,0
3093,3,17,52,1,0,0,0,0,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,10,0,0,1
3019,2,7,82,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,6,0,0,1
2927,1,10,74,0,0,0,0,0,1,0,9,4,1,3,1,9,4,3,4,4,0,1,0,12,0,0,1
2857,2,11,63,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,4,5,1,0,0,5,0,0,1
2729,2,11,81,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,16,0,0,1
2610,2,14,53,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,0,0,1,0
2468,2,11,85,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,22,0,0,1
2393,2,9,62,0,0,0,0,1,0,0,6,6,1,1,3,6,6,2,4,5,1,0,0,6,0,0,1
2303,1,10,53,0,0,0,0,1,0,0,7,6,1,1,3,7,6,2,4,5,1,0,0,0,0,1,0
2274,2,25,68,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,6,0,0,1
2235,3,19,62,0,0,0,0,1,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,-8,1,0,0
2101,1,10,55,0,0,0,0,0,1,0,8,5,1,2,2,8,5,4,3,4,1,0,0,0,0,1,0
1990,2,6,79,0,0,0,0,0,1,0,7,5,1,2,2,7,5,3,4,4,1,0,0,20,0,0,1
1956,1,10,59,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,2,0,0,1
1920,2,8,57,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,4,5,1,0,0,7,0,0,1
1867,1,10,49,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,49,0,0,1
1860,1,5,70,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,6,0,0,1
1841,1,10,64,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0,0,1,0
1835,2,10,64,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,0,0,1,0
1829,3,10,64,0,0,0,1,0,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,20,0,0,1
1821,1,10,44,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0,0,1,0
1816,2,10,44,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,0,0,1,0,0,1,0
1809,3,10,44,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,1,6,1,0,0,0,0,1,0
1804,4,5,39,0,0,0,0,1,0,0,3,3,1,1,3,3,3,3,2,6,0,0,1,0,0,1,0
1598,3,8,36,0,0,0,0,1,0,0,5,5,1,1,3,5,5,4,1,6,1,0,0,27,0,0,1
1552,1,9,9,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,0,1,0,0,0,1,0
1547,2,9,9,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,8,0,0,1
1369,3,4,69,1,0,0,0,0,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,0,0,1,0
1313,2,14,76,0,0,0,0,1,0,0,8,4,1,2,2,8,4,4,2,5,1,0,0,15,0,0,1
1234,2,8,59,0,0,0,0,0,1,0,6,6,1,1,3,6,6,4,2,5,0,0,1,-3,1,0,0
1189,3,11,62,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,2,5,0,0,1,10,0,0,1
1146,1,10,89,0,0,0,0,1,0,0,7,5,1,2,2,7,5,3,4,4,1,0,0,-6,1,0,0
1099,2,16,95,1,0,0,0,0,0,0,5,3,1,1,3,5,3,2,4,5,1,0,0,4,0,0,1
1057,3,12,91,0,0,0,0,1,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,0,0,1,0
1010,1,20,61,0,0,0,0,1,0,0,8,4,1,2,2,8,4,4,2,5,1,0,0,15,0,0,1
763,3,7,7,0,0,0,0,1,0,0,6,7,1,1,3,6,7,4,2,5,1,0,0,0,0,1,0
722,2,4,69,0,0,0,0,0,1,0,7,4,1,2,2,7,4,3,4,4,1,0,0,33,0,0,1
637,2,3,29,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,4,5,1,0,0,0,0,1,0
633,3,3,29,1,0,0,0,0,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,0,0,1,0
586,1,10,75,0,0,0,0,1,0,0,6,5,1,2,2,6,5,4,3,4,1,0,0,0,0,1,0
539,3,8,73,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,10,0,0,1
461,2,8,61,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,6,0,0,1
343,2,4,80,0,0,0,0,0,1,0,9,5,1,3,1,9,5,3,4,4,1,0,0,0,0,1,0
288,1,10,74,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,17,0,0,1
260,1,10,57,1,0,0,0,0,0,0,4,4,1,1,3,4,4,2,4,5,0,0,1,0,0,1,0
244,2,20,67,1,0,0,0,0,0,0,4,4,1,1,3,4,4,2,4,5,1,0,0,0,0,1,0
239,3,20,67,0,0,0,0,1,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,7,0,0,1
195,4,13,60,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,4,5,0,0,1,16,0,0,1
185,1,10,44,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,9,0,0,1
120,1,10,11,1,0,0,0,0,0,0,5,5,1,1,3,5,5,2,4,5,1,0,0,0,0,1,0
109,1,6,6,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,4,5,1,0,0,0,0,1,0
106,2,6,6,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,5,0,0,1
69,1,10,64,1,0,0,0,0,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,0,0,1,0
64,2,10,64,1,0,0,0,0,0,0,6,5,1,1,3,6,5,2,4,5,1,0,0,0,0,1,0
59,3,10,64,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,4,5,1,0,0,18,0,0,1
52,1,10,46,1,0,0,0,0,0,0,6,5,1,1,3,6,5,2,4,5,1,0,0,9,0,0,1
28,2,1,37,0,0,0,0,1,0,0,5,5,1,1,3,5,5,2,4,5,0,0,1,6,0,0,1
3455,2,8,68,0,1,0,0,0,0,0,7,4,2,1,2,7,4,3,4,4,0,1,0,9,0,0,1
3395,2,9,58,1,0,0,0,0,0,0,7,5,2,1,2,7,5,3,4,4,1,0,0,9,0,0,1
3307,2,16,55,0,0,0,1,0,0,0,7,4,2,1,2,7,4,3,4,4,1,0,0,-1,1,0,0
3231,3,12,46,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,21,0,0,1
3145,2,4,19,1,0,0,0,0,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,2,0,0,1
3103,3,2,17,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0,0,1,0
3053,1,10,60,0,1,0,0,0,0,0,6,4,2,1,2,6,4,3,4,4,1,0,0,23,0,0,1
3005,1,10,37,0,1,0,0,0,0,0,6,4,2,1,2,6,4,3,4,4,1,0,0,0,0,1,0
2962,1,10,26,0,0,0,0,0,1,0,7,4,1,2,2,7,4,3,4,4,1,0,0,-1,1,0,0
2917,2,11,27,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,0,0,1,0
2912,3,11,27,0,0,0,0,1,0,0,5,5,1,1,3,5,5,3,2,6,1,0,0,-11,1,0,0
2859,1,10,88,0,0,0,0,0,1,0,7,7,1,1,3,7,7,4,2,5,1,0,0,20,0,0,1
2832,1,10,68,0,0,0,0,0,1,0,7,3,1,1,3,7,3,4,2,5,1,0,0,7,0,0,1
2792,2,3,61,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0,0,1,0
2787,3,3,61,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
2625,2,13,78,0,1,0,0,0,0,0,7,4,2,1,2,7,4,3,4,4,1,0,0,0,0,1,0
2620,3,13,78,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,1,6,1,0,0,-6,1,0,0
2572,1,10,53,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,0,0,1,32,0,0,1
2455,3,3,14,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,-5,1,0,0
2283,2,8,62,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,-2,1,0,0
2183,1,10,51,0,0,0,0,0,1,0,7,4,1,2,2,7,4,3,4,4,1,0,0,0,0,1,0
2105,3,4,54,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,6,0,0,1
2068,1,10,48,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,6,0,0,1
2012,1,10,33,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,0,0,1,6,0,0,1
1956,1,10,19,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,1,0,0,19,0,0,1
1950,1,10,75,0,1,0,0,0,0,0,7,5,2,1,2,7,5,3,4,4,1,0,0,35,0,0,1
1920,1,10,40,0,0,0,0,0,1,0,7,4,1,2,2,7,4,3,4,4,0,1,0,23,0,0,1
1821,2,10,10,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,1,6,1,0,0,0,0,1,0
1816,3,10,10,1,0,0,0,0,0,0,5,4,0,1,4,5,4,4,1,6,1,0,0,10,0,0,1
1800,1,10,75,0,1,0,0,0,0,0,7,4,2,1,2,7,4,3,4,4,1,0,0,-9,1,0,0
1751,2,19,84,0,0,0,1,0,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,6,0,0,1
1718,3,13,78,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,1,6,1,0,0,9,0,0,1
1672,1,10,75,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,-2,1,0,0
1630,2,12,77,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,11,0,0,1
1568,1,10,60,0,0,0,0,0,1,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0,0,1,0
1560,2,10,60,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,12,0,0,1
1429,2,7,18,1,0,0,0,0,0,0,5,3,1,1,3,5,3,4,2,5,1,0,0,0,0,1,0
1363,2,6,71,1,0,0,0,0,0,0,7,4,1,2,2,7,4,3,4,4,1,0,0,5,0,0,1
1327,3,1,66,0,1,0,0,0,0,0,8,6,2,1,2,8,6,3,4,4,1,0,0,0,0,1,0
1288,2,3,20,0,0,0,0,0,1,0,7,6,1,1,3,7,6,4,2,5,1,0,0,19,0,0,1
1178,1,10,49,0,0,0,0,0,1,0,7,4,1,2,2,7,4,3,4,4,1,0,0,21,0,0,1
1151,1,10,28,1,0,0,0,0,0,0,6,4,1,2,2,6,4,4,3,4,1,0,0,0,0,1,0
1109,3,7,25,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,1,6,1,0,0,-8,1,0,0
1057,1,10,75,0,0,0,0,1,0,0,7,6,1,1,3,7,6,4,2,5,1,0,0,11,0,0,1
1029,1,10,64,0,0,0,0,0,1,0,7,5,1,1,3,7,5,4,2,5,1,0,0,23,0,0,1
945,1,10,31,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0,0,1,0
940,2,10,31,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,0,0,1,-9,1,0,0
900,3,19,40,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,3,5,1,0,0,2,0,0,1
824,1,10,91,0,0,0,0,1,0,0,7,5,1,2,2,7,5,3,4,4,1,0,0,-5,1,0,0
786,2,15,96,1,0,0,0,0,0,0,6,3,1,1,3,6,3,3,3,5,1,0,0,-1,1,0,0
751,3,16,97,0,0,0,0,1,0,0,7,5,1,1,3,7,5,4,1,6,1,0,0,0,0,1,0
704,2,9,12,0,0,0,0,0,1,0,7,5,1,1,3,7,5,4,2,5,0,0,1,12,0,0,1
688,1,10,77,0,0,0,0,0,1,0,7,4,1,2,2,7,4,3,4,4,1,0,0,7,0,0,1
641,1,10,65,0,0,0,0,0,1,0,7,4,1,2,2,7,4,3,4,4,1,0,0,0,0,1,0
596,3,5,60,0,0,0,0,1,0,0,7,5,1,1,3,7,5,3,2,6,1,0,0,-9,1,0,0
295,2,5,32,0,1,0,0,0,0,0,7,4,2,1,2,7,4,4,3,4,1,0,0,17,0,0,1
261,1,10,15,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,0,0,1,0
216,3,13,18,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,0,0,1,0
212,4,13,18,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,0,0,1,0,0,1,0
3594,1,10,78,0,0,0,0,0,1,0,7,3,1,2,2,7,3,3,4,4,0,1,0,10,0,0,1
3537,1,10,54,0,1,0,0,0,0,0,8,5,2,1,2,8,5,3,4,4,1,0,0,0,0,1,0
3491,3,11,55,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,3,6,0,0,1,-5,1,0,0
3412,2,7,78,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,15,0,0,1
3365,1,10,63,0,0,0,0,1,0,0,6,5,1,2,2,6,5,4,3,4,1,0,0,3,0,0,1
3336,2,7,60,0,1,0,0,0,0,0,7,5,2,2,1,7,5,4,3,4,1,0,0,16,0,0,1
3289,1,10,44,1,0,0,0,0,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,-7,1,0,0
3251,2,17,51,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,3,4,1,0,0,6,0,0,1
3218,3,11,45,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,4,0,0,1
3178,1,10,99,0,1,0,0,0,0,0,7,4,2,1,2,7,4,3,4,4,1,0,0,14,0,0,1
3097,2,15,90,0,0,0,0,1,0,0,7,4,1,2,2,7,4,3,4,4,1,0,0,19,0,0,1
3051,1,10,71,0,0,0,0,0,1,0,6,4,1,1,3,6,4,2,4,5,1,0,0,-12,1,0,0
3007,2,22,83,0,0,0,0,1,0,0,6,1,1,1,3,6,1,2,4,5,1,0,0,9,0,0,1
2979,3,13,74,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,16,0,0,1
2903,2,11,59,0,0,0,0,1,0,0,6,3,1,1,3,6,3,2,4,5,1,0,0,9,0,0,1
2858,3,2,50,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,4,5,1,0,0,-6,1,0,0
2781,2,10,89,0,1,0,0,0,0,0,8,2,2,1,2,8,2,4,2,5,0,1,0,12,0,0,1
2704,2,9,76,0,0,0,0,0,1,0,8,4,1,3,1,8,4,4,2,5,1,0,0,11,0,0,1
2608,1,15,57,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,2,0,0,1
2571,2,13,55,0,0,0,0,1,0,0,7,4,1,2,2,7,4,3,3,5,1,0,0,-8,1,0,0
2526,3,21,63,0,0,0,0,1,0,0,4,4,1,1,3,4,4,3,3,5,1,0,0,7,0,0,1
2397,3,8,73,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,10,0,0,1
2335,1,15,68,0,0,0,0,0,1,0,8,5,1,3,1,8,5,3,4,4,1,0,0,0,0,1,0
2292,2,15,68,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,4,5,1,0,0,0,0,1,0
2289,3,15,68,0,0,0,0,1,0,0,4,4,1,1,3,4,4,2,3,6,1,0,0,8,0,0,1
2201,2,10,58,0,0,0,0,1,0,0,7,4,1,2,2,7,4,3,3,5,1,0,0,0,0,1,0
2197,3,10,58,0,0,0,0,1,0,0,5,5,1,1,3,5,5,3,3,5,1,0,0,-8,1,0,0
2129,2,7,83,0,0,0,0,0,1,0,7,4,1,2,2,7,4,2,4,5,1,0,0,36,0,0,1
2100,1,10,47,0,0,0,0,0,1,0,7,4,1,2,2,7,4,2,4,5,1,0,0,47,0,0,1
2046,2,8,88,0,0,0,0,1,0,0,6,5,1,2,2,6,5,3,3,5,1,0,0,0,0,1,0
2042,3,8,88,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,2,6,1,0,0,26,0,0,1
1970,2,11,63,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,10,0,0,1
1920,1,10,51,0,0,0,0,1,0,0,7,5,1,2,2,7,5,3,3,5,1,0,0,38,0,0,1
1892,1,10,13,0,0,0,0,1,0,0,7,4,1,2,2,7,4,3,3,5,1,0,0,4,0,0,1
1867,2,6,9,0,0,0,0,1,0,0,6,4,1,2,2,6,4,3,3,5,1,0,0,0,0,1,0
1863,3,6,9,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,3,5,0,0,1,-4,1,0,0
1850,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,3,6,1,0,0,0,0,1,0
1842,2,10,75,0,0,0,0,1,0,0,5,5,1,1,3,5,5,2,3,6,1,0,0,15,0,0,1
1823,1,10,22,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,3,6,1,0,0,0,0,1,0
1819,2,10,22,1,0,0,0,0,0,0,5,4,1,1,3,5,4,2,3,6,1,0,0,0,0,1,0
1814,3,10,22,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,3,6,1,0,0,0,0,1,0
1774,1,10,65,0,0,0,0,0,1,0,6,5,1,1,3,6,5,3,3,5,0,0,1,0,0,1,0
1726,3,8,63,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,2,6,1,0,0,53,0,0,1
1604,4,1,1,0,0,1,0,0,0,0,8,5,1,3,1,8,5,4,3,4,0,1,0,0,0,1,0
1509,1,10,87,0,0,0,0,0,1,0,6,3,1,1,3,6,3,2,4,5,1,0,0,0,0,1,0
1505,2,10,87,0,0,0,0,1,0,0,6,6,1,1,3,6,6,2,4,5,1,0,0,0,0,1,0
1403,3,8,80,1,0,0,0,0,0,0,5,5,1,1,3,5,5,0,5,6,1,0,0,20,0,0,1
1363,1,10,60,0,1,0,0,0,0,0,8,5,2,2,1,8,5,3,4,4,0,0,1,15,0,0,1
1314,1,10,45,1,0,0,0,0,0,0,6,5,2,1,2,6,5,3,4,4,1,0,0,7,0,0,1
1239,1,10,80,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,1,0,0,51,0,0,1
1214,1,10,29,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,7,0,0,1
1146,1,10,18,0,0,0,0,1,0,0,6,5,1,1,3,6,5,3,3,5,1,0,0,0,0,1,0
1144,2,10,18,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0,0,1,0
1140,3,10,18,0,0,0,0,1,0,0,5,5,1,1,3,5,5,3,3,5,1,0,0,0,0,1,0
999,1,10,38,0,0,0,0,0,1,0,6,3,1,1,3,6,3,2,4,5,0,1,0,5,0,0,1
918,3,5,33,0,0,0,0,1,0,0,6,3,1,1,3,6,3,2,3,6,1,0,0,1,0,0,1
864,2,11,76,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,9,0,0,1
825,3,2,67,0,1,0,0,0,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,-8,1,0,0
781,1,10,65,0,1,0,0,0,0,0,7,4,2,1,2,7,4,3,4,4,1,0,0,9,0,0,1
741,2,1,56,0,1,0,0,0,0,0,7,4,2,1,2,7,4,3,4,4,1,0,0,0,0,1,0
608,2,9,53,0,0,0,0,1,0,0,7,5,1,1,3,7,5,2,4,5,1,0,0,6,0,0,1
564,3,3,47,1,0,0,0,0,0,0,5,5,1,1,3,5,5,2,3,6,1,0,0,8,0,0,1
512,2,8,37,0,0,0,0,0,1,0,7,4,1,1,3,7,4,2,4,5,1,0,0,7,0,0,1
460,1,10,78,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,9,0,0,1
401,1,10,54,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,11,0,0,1
364,1,10,43,0,0,0,0,1,0,0,4,5,1,1,3,4,5,3,3,5,1,0,0,14,0,0,1
339,1,10,29,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,0,0,1,0,0,1,0
333,2,10,29,0,0,0,0,1,0,0,7,5,1,2,2,7,5,3,3,5,1,0,0,11,0,0,1
302,1,10,18,0,0,0,0,1,0,0,7,4,1,2,2,7,4,3,3,5,1,0,0,0,0,1,0
298,2,10,18,0,0,0,0,1,0,0,4,4,1,1,3,4,4,3,3,5,1,0,0,16,0,0,1
287,1,10,75,0,1,0,0,0,0,0,7,5,2,1,2,7,5,3,4,4,1,0,0,19,0,0,1
233,2,14,60,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,5,0,0,1
220,3,9,55,0,0,0,0,1,0,0,6,5,1,2,2,6,5,2,3,6,1,0,0,10,0,0,1
